年份,年龄组,性别,人口_人,劳动参与率,就业率,覆盖率,缴费人数_人,情景,情景标签,来源或假设
2032,50-54,混合,538293.2,0.777,0.963,0.85,342361.6,低,悲观,男+女合计
2032,55-59,混合,559037.9,0.678,0.963,0.85,310253.2,低,悲观,男+女合计
2032,60-64,混合,565247.8,0.485,0.963,0.85,224401.5,低,悲观,男+女合计
2033,15-19,男,150803.8,0.18,0.963,0.85,22219.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,15-19,女,141610.7,0.1387,0.963,0.85,16077.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,20-24,男,168211.5,0.63,0.963,0.85,86744.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,20-24,女,159147.5,0.5683,0.963,0.85,74031.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,25-29,男,167131.4,0.915,0.963,0.85,125176.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,25-29,女,163292.3,0.8341,0.963,0.85,111482.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,30-34,男,187733.1,0.919,0.963,0.85,141221.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,30-34,女,182205.5,0.8175,0.963,0.85,121923.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,35-39,男,228021.7,0.9,0.963,0.85,167982.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,35-39,女,222615.4,0.7785,0.963,0.85,141867.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,40-44,男,251854.2,0.882,0.963,0.85,181828.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,40-44,女,256585.4,0.7433,0.963,0.85,156111.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,45-49,男,254218.5,0.89,0.963,0.85,185200.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,45-49,女,278962.5,0.718,0.963,0.85,163947.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,50-54,男,246280.1,0.887,0.963,0.85,178812.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,50-54,女,294193.1,0.6849,0.963,0.85,164935.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,55-59,男,246698.5,0.8125,0.963,0.85,164072.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,55-59,女,309867.7,0.57,0.963,0.85,144581.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,60-64,男,247141.8,0.6445,0.963,0.85,130381.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,60-64,女,319387.3,0.3607,0.963,0.85,94297.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2033,15-19,混合,292414.5,0.16,0.963,0.85,38297.0,低,悲观,男+女合计
2033,20-24,混合,327359.0,0.6,0.963,0.85,160775.8,低,悲观,男+女合计
2033,25-29,混合,330423.7,0.875,0.963,0.85,236659.7,低,悲观,男+女合计
2033,30-34,混合,369938.6,0.869,0.963,0.85,263144.7,低,悲观,男+女合计
2033,35-39,混合,450637.1,0.84,0.963,0.85,309849.9,低,悲观,男+女合计
2033,40-44,混合,508439.6,0.812,0.963,0.85,337940.8,低,悲观,男+女合计
2033,45-49,混合,533181.0,0.8,0.963,0.85,349148.3,低,悲观,男+女合计
2033,50-54,混合,540473.2,0.777,0.963,0.85,343748.2,低,悲观,男+女合计
2033,55-59,混合,556566.2,0.6775,0.963,0.85,308653.6,低,悲观,男+女合计
2033,60-64,混合,566529.1,0.4845,0.963,0.85,224678.3,低,悲观,男+女合计
2034,15-19,男,146857.1,0.18,0.963,0.85,21637.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,15-19,女,138212.0,0.1387,0.963,0.85,15697.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,20-24,男,170641.9,0.63,0.963,0.85,87997.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,20-24,女,161670.6,0.5683,0.963,0.85,75210.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,25-29,男,170763.3,0.915,0.963,0.85,127897.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,25-29,女,165569.7,0.8337,0.963,0.85,112995.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,30-34,男,183667.9,0.919,0.963,0.85,138163.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,30-34,女,180118.7,0.818,0.963,0.85,120605.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,35-39,男,222450.6,0.9,0.963,0.85,163878.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,35-39,女,216226.2,0.7783,0.963,0.85,137748.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,40-44,男,252653.2,0.882,0.963,0.85,182405.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,40-44,女,255158.6,0.7427,0.963,0.85,155117.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,45-49,男,256417.7,0.89,0.963,0.85,186802.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,45-49,女,276632.6,0.7166,0.963,0.85,162259.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,50-54,男,249694.5,0.887,0.963,0.85,181291.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,50-54,女,293565.3,0.6834,0.963,0.85,164228.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,55-59,男,246357.9,0.812,0.963,0.85,163744.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,55-59,女,308005.7,0.569,0.963,0.85,143460.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,60-64,男,248423.5,0.644,0.963,0.85,130955.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,60-64,女,319673.1,0.3597,0.963,0.85,94112.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2034,15-19,混合,285069.1,0.16,0.963,0.85,37335.0,低,悲观,男+女合计
2034,20-24,混合,332312.5,0.6,0.963,0.85,163208.6,低,悲观,男+女合计
2034,25-29,混合,336333.0,0.875,0.963,0.85,240892.2,低,悲观,男+女合计
2034,30-34,混合,363786.6,0.869,0.963,0.85,258768.7,低,悲观,男+女合计
2034,35-39,混合,438676.8,0.84,0.963,0.85,301626.2,低,悲观,男+女合计
2034,40-44,混合,507811.8,0.812,0.963,0.85,337523.5,低,悲观,男+女合计
2034,45-49,混合,533050.3,0.8,0.963,0.85,349062.6,低,悲观,男+女合计
2034,50-54,混合,543259.8,0.777,0.963,0.85,345520.5,低,悲观,男+女合计
2034,55-59,混合,554363.6,0.677,0.963,0.85,307205.2,低,悲观,男+女合计
2034,60-64,混合,568096.6,0.484,0.963,0.85,225067.5,低,悲观,男+女合计
2035,15-19,男,142940.7,0.18,0.963,0.85,21060.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,15-19,女,134845.3,0.1388,0.963,0.85,15320.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,20-24,男,172795.9,0.63,0.963,0.85,89108.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,20-24,女,163890.9,0.5684,0.963,0.85,76248.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,25-29,男,174512.7,0.915,0.963,0.85,130705.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,25-29,女,167974.7,0.8334,0.963,0.85,114594.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,30-34,男,179726.7,0.919,0.963,0.85,135199.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,30-34,女,178158.8,0.8186,0.963,0.85,119372.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,35-39,男,217011.7,0.9,0.963,0.85,159871.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,35-39,女,209971.1,0.778,0.963,0.85,133714.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,40-44,男,253575.5,0.882,0.963,0.85,183071.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,40-44,女,253864.7,0.7421,0.963,0.85,154204.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,45-49,男,258757.0,0.89,0.963,0.85,188506.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,45-49,女,274439.7,0.7151,0.963,0.85,160651.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,50-54,男,253407.3,0.887,0.963,0.85,183987.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,50-54,女,293262.1,0.6819,0.963,0.85,163701.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,55-59,男,246158.4,0.8115,0.963,0.85,163511.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,55-59,女,306270.1,0.568,0.963,0.85,142395.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,60-64,男,249853.5,0.6435,0.963,0.85,131607.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,60-64,女,320094.7,0.3586,0.963,0.85,93960.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2035,15-19,混合,277786.0,0.16,0.963,0.85,36381.0,低,悲观,男+女合计
2035,20-24,混合,336686.8,0.6,0.963,0.85,165357.0,低,悲观,男+女合计
2035,25-29,混合,342487.4,0.875,0.963,0.85,245300.1,低,悲观,男+女合计
2035,30-34,混合,357885.5,0.869,0.963,0.85,254571.1,低,悲观,男+女合计
2035,35-39,混合,426982.8,0.84,0.963,0.85,293585.7,低,悲观,男+女合计
2035,40-44,混合,507440.2,0.812,0.963,0.85,337276.5,低,悲观,男+女合计
2035,45-49,混合,533196.7,0.8,0.963,0.85,349158.5,低,悲观,男+女合计
2035,50-54,混合,546669.4,0.777,0.963,0.85,347689.0,低,悲观,男+女合计
2035,55-59,混合,552428.5,0.6765,0.963,0.85,305906.7,低,悲观,男+女合计
2035,60-64,混合,569948.2,0.4835,0.963,0.85,225567.8,低,悲观,男+女合计
2036,15-19,男,139054.3,0.18,0.963,0.85,20488.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,15-19,女,131510.6,0.1389,0.963,0.85,14947.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,20-24,男,174656.4,0.63,0.963,0.85,90067.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,20-24,女,165789.9,0.5684,0.963,0.85,77135.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,25-29,男,178379.7,0.915,0.963,0.85,133601.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,25-29,女,170507.5,0.8332,0.963,0.85,116282.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,30-34,男,175909.5,0.919,0.963,0.85,132327.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,30-34,女,176325.9,0.8191,0.963,0.85,118224.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,35-39,男,211704.6,0.9,0.963,0.85,155961.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,35-39,女,203849.8,0.7777,0.963,0.85,129766.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,40-44,男,254621.1,0.882,0.963,0.85,183826.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,40-44,女,252703.4,0.7415,0.963,0.85,153373.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,45-49,男,261236.1,0.89,0.963,0.85,190313.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,45-49,女,272383.4,0.7137,0.963,0.85,159122.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,50-54,男,257426.0,0.887,0.963,0.85,186905.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,50-54,女,293292.0,0.6805,0.963,0.85,163358.9,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,55-59,男,246099.1,0.811,0.963,0.85,163371.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,55-59,女,304660.0,0.5669,0.963,0.85,141385.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,60-64,男,251430.2,0.643,0.963,0.85,132334.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,60-64,女,320651.0,0.3575,0.963,0.85,93843.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2036,15-19,混合,270564.9,0.16,0.963,0.85,35435.3,低,悲观,男+女合计
2036,20-24,混合,340446.3,0.6,0.963,0.85,167203.3,低,悲观,男+女合计
2036,25-29,混合,348887.2,0.875,0.963,0.85,249883.9,低,悲观,男+女合计
2036,30-34,混合,352235.4,0.869,0.963,0.85,250552.1,低,悲观,男+女合计
2036,35-39,混合,415554.4,0.84,0.963,0.85,285727.7,低,悲观,男+女合计
2036,40-44,混合,507324.5,0.812,0.963,0.85,337199.6,低,悲观,男+女合计
2036,45-49,混合,533619.5,0.8,0.963,0.85,349435.4,低,悲观,男+女合计
2036,50-54,混合,550718.0,0.777,0.963,0.85,350264.0,低,悲观,男+女合计
2036,55-59,混合,550759.1,0.676,0.963,0.85,304756.9,低,悲观,男+女合计
2036,60-64,混合,572081.2,0.483,0.963,0.85,226177.9,低,悲观,男+女合计
2037,15-19,男,131756.0,0.18,0.963,0.85,19412.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,女,124713.7,0.1389,0.963,0.85,14176.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,男,170995.3,0.63,0.963,0.85,88180.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,20-24,女,162698.4,0.5685,0.963,0.85,75707.0,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,男,181650.7,0.915,0.963,0.85,136051.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,25-29,女,173948.4,0.8332,0.963,0.85,118639.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,男,179644.0,0.919,0.963,0.85,135136.7,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,30-34,女,178716.6,0.8187,0.963,0.85,119772.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,男,207748.9,0.9,0.963,0.85,153047.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,35-39,女,201883.7,0.7783,0.963,0.85,128608.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,男,249152.7,0.882,0.963,0.85,179878.6,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,40-44,女,246431.6,0.7412,0.963,0.85,149517.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,男,262099.7,0.89,0.963,0.85,190942.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,45-49,女,271025.0,0.713,0.963,0.85,158169.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,男,259563.5,0.887,0.963,0.85,188457.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,50-54,女,290944.3,0.6789,0.963,0.85,161673.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,男,249147.6,0.8105,0.963,0.85,165293.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,55-59,女,303674.1,0.5647,0.963,0.85,140378.8,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,男,251086.6,0.6425,0.963,0.85,132051.1,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,60-64,女,318821.2,0.3565,0.963,0.85,93034.2,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2037,15-19,混合,256469.7,0.16,0.963,0.85,33589.3,低,悲观,男+女合计
2037,20-24,混合,333693.7,0.6,0.963,0.85,163887.0,低,悲观,男+女合计
2037,25-29,混合,355599.1,0.875,0.963,0.85,254691.2,低,悲观,男+女合计
2037,30-34,混合,358360.6,0.869,0.963,0.85,254909.0,低,悲观,男+女合计
2037,35-39,混合,409632.6,0.84,0.963,0.85,281656.0,低,悲观,男+女合计
2037,40-44,混合,495584.3,0.812,0.963,0.85,329396.4,低,悲观,男+女合计
2037,45-49,混合,533124.7,0.8,0.963,0.85,349111.4,低,悲观,男+女合计
2037,50-54,混合,550507.8,0.777,0.963,0.85,350130.3,低,悲观,男+女合计
2037,55-59,混合,552821.7,0.6755,0.963,0.85,305672.0,低,悲观,男+女合计
2037,60-64,混合,569907.8,0.4825,0.963,0.85,225085.3,低,悲观,男+女合计
2038,15-19,男,124280.6,0.18,0.963,0.85,18311.4,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,15-19,女,117730.1,0.1389,0.963,0.85,13384.3,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,男,167129.7,0.63,0.963,0.85,86186.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
2038,20-24,女,159384.8,0.5685,0.963,0.85,74174.5,低,悲观,Pop×LFPR×就业率×覆盖率；LFPR分性别由表230-28001合计+性别差还原
